Source,Target,id,weight
25,248,213,0.019801980198019802
11,1274,214,0.01715686274509804
91,303,215,0.002074688796680498
24,710,216,0.003952569169960474
132,734,217,0.005076142131979695
1,736,218,9.832841691248771E-4
37,573,219,0.4
207,714,220,0.005235602094240838
41,906,221,0.005649717514124294
93,1081,222,0.001976284584980237
581,1229,223,0.4444444444444444
199,317,224,0.00853658536585366
199,318,225,0.03333333333333333
239,472,226,0.004784688995215311
457,1255,227,0.012195121951219513
207,715,228,0.15384615384615385
199,312,229,0.03414634146341464
91,1187,230,0.00510204081632653
511,624,231,0.015873015873015872
93,1087,232,0.004975124378109453
93,1089,233,0.004975124378109453
20,123,234,0.014925373134328358
93,1075,235,0.0043859649122807015
37,582,236,0.013888888888888888
239,462,237,0.022727272727272728
207,705,238,0.11290322580645161
471,1245,239,0.1
100,1035,240,0.13636363636363635
638,1045,241,0.008403361344537815
93,1076,242,0.009950248756218905
20,131,243,0.012345679012345678
54,374,244,0.003401360544217687
114,141,245,0.03125
346,1047,246,0.01509433962264151
22,70,247,0.003875968992248062
420,941,248,0.031746031746031744
373,647,249,0.045454545454545456
207,736,250,0.005235602094240838
604,1064,251,0.025
54,370,252,0.00392156862745098
433,1267,253,0.12903225806451613
217,1138,254,0.006666666666666667
22,68,255,0.003875968992248062
22,69,256,0.005917159763313609
14,1000,257,0.005434782608695652
153,682,258,0.2099236641221374
26,1186,259,0.0021929824561403508
879,1128,260,0.015873015873015872
420,938,261,0.12121212121212122
420,932,262,0.07407407407407407
26,1194,263,0.0010319917440660474
5,501,264,0.016216216216216217
22,55,265,0.06801007556675064
166,371,266,0.1
26,1191,267,0.0021929824561403508
5,500,268,4.2301184433164127E-4
26,1198,269,0.003611971104231166
22,54,270,0.005917159763313609
26,1196,271,9.70873786407767E-4
14,1012,272,0.010869565217391304
26,1195,273,0.003883495145631068
111,404,274,0.043478260869565216
132,670,275,0.00477326968973747
520,1000,276,0.043478260869565216
25,182,277,0.003395585738539898
180,1066,278,0.028985507246376812
132,678,279,0.004784688995215311
25,184,280,0.001697792869269949
41,945,281,0.012096774193548387
327,736,282,0.028985507246376812
11,411,283,0.0024509803921568627
26,1166,284,0.0020639834881320948
11,417,285,0.0024509803921568627
93,1047,286,0.004975124378109453
63,283,287,0.05555555555555555
54,340,288,0.05405405405405406
41,946,289,0.003952569169960474
26,1163,290,0.001941747572815534
22,42,291,0.007751937984496124
54,347,292,0.003401360544217687
26,1161,293,0.002912621359223301
14,1029,294,0.25
22,39,295,0.003875968992248062
132,662,296,0.011811023622047244
132,660,297,0.015748031496062992
420,995,298,0.013157894736842105
25,196,299,0.0049504950495049506
122,744,300,0.008928571428571428
93,1034,301,0.03225806451612903
54,331,302,0.007434944237918215
54,332,303,0.04395604395604396
54,330,304,0.07692307692307693
11,428,305,0.013986013986013986
11,429,306,0.0024509803921568627
14,1036,307,0.0018115942028985507
22,31,308,0.023255813953488372
277,386,309,0.016666666666666666
132,698,310,0.002386634844868735
45,286,311,0.021739130434782608
59,232,312,0.003257328990228013
257,642,313,0.038461538461538464
45,281,314,0.016304347826086956
42,231,315,0.11206896551724138
26,1145,316,0.0021929824561403508
26,1146,317,0.023529411764705882
42,230,318,0.2413793103448276
865,1223,319,0.10526315789473684
26,1149,320,0.04536082474226804
14,1044,321,0.009057971014492754
275,558,322,0.014285714285714285
239,487,323,0.09090909090909091
17,707,324,0.008130081300813009
17,703,325,0.001899335232668566
558,679,326,0.015810276679841896
45,296,327,0.006535947712418301
45,298,328,0.006535947712418301
17,706,329,0.008130081300813009
17,702,330,0.0011198208286674132
26,1157,331,0.006185567010309278
11,404,332,0.0024509803921568627
14,1054,333,0.25
11,406,334,0.0024509803921568627
11,407,335,0.0034965034965034965
41,934,336,0.0018587360594795538
558,681,337,0.22134387351778656
26,1159,338,0.008247422680412371
26,1154,339,0.001941747572815534
14,1055,340,0.08333333333333333
23,1076,341,0.005235602094240838
5,550,342,8.460236886632825E-4
82,582,343,0.006622516556291391
41,981,344,0.015810276679841896
5,551,345,4.2301184433164127E-4
5,554,346,9.84251968503937E-4
54,305,347,0.008333333333333333
5,553,348,4.2301184433164127E-4
5,556,349,4.2301184433164127E-4
170,209,350,0.016666666666666666
54,300,351,0.013787510137875101
199,390,352,0.004878048780487805
19,1000,353,0.007462686567164179
148,831,354,0.003611971104231166
44,85,355,0.025806451612903226
26,592,356,0.0015479876160990713
45,260,357,0.005434782608695652
207,795,358,0.005235602094240838
5,547,359,4.2301184433164127E-4
5,548,360,4.2301184433164127E-4
26,599,361,0.006185567010309278
199,399,362,0.03333333333333333
26,595,363,0.0021929824561403508
5,562,364,0.008919722497522299
23,1088,365,0.015384615384615385
5,561,366,0.007614213197969543
5,560,367,4.2301184433164127E-4
5,567,368,4.2301184433164127E-4
5,565,369,0.0014932802389248383
5,564,370,4.2301184433164127E-4
14,1070,371,0.009433962264150943
153,635,372,0.05343511450381679
23,1084,373,0.004366812227074236
14,1076,374,0.009433962264150943
310,1234,375,0.08791208791208792
5,559,376,4.977600796416127E-4
5,557,377,0.002173913043478261
26,589,378,0.002912621359223301
5,558,379,4.2301184433164127E-4
77,792,380,0.029411764705882353
41,960,381,0.003952569169960474
5,576,382,0.0012690355329949238
5,577,383,0.031856645097063215
5,572,384,8.460236886632825E-4
5,573,385,0.0021150592216582064
41,969,386,0.011857707509881422
5,570,387,9.84251968503937E-4
26,1100,388,0.001941747572815534
14,1084,389,0.0019821605550049554
41,965,390,0.007905138339920948
41,966,391,0.11462450592885376
26,1108,392,0.002242152466367713
212,675,393,0.16666666666666666
77,787,394,0.021739130434782608
217,529,395,0.013333333333333334
77,782,396,0.025
5,568,397,0.0016835016835016834
5,569,398,0.008
5,589,399,0.005405405405405406
5,588,400,0.0019821605550049554
5,587,401,0.004347826086956522
41,972,402,0.0027247956403269754
5,586,403,0.014150943396226415
194,576,404,0.02127659574468085
5,584,405,4.2301184433164127E-4
5,583,406,0.003367003367003367
5,582,407,0.010526315789473684
5,580,408,4.2301184433164127E-4
26,1113,409,0.0043859649122807015
26,1115,410,0.002061855670103093
26,1117,411,5.159958720330237E-4
77,774,412,0.016129032258064516
63,242,413,0.011428571428571429
5,579,414,0.016
277,1150,415,0.14285714285714285
19,1044,416,0.007462686567164179
86,699,417,0.009433962264150943
153,660,418,0.008403361344537815
23,1036,419,0.004366812227074236
5,510,420,4.2301184433164127E-4
26,559,421,0.002912621359223301
153,661,422,0.051511758118701005
26,556,423,0.002061855670103093
5,502,424,4.2301184433164127E-4
5,505,425,0.02356902356902357
7,39,426,0.004629629629629629
45,225,427,0.05263157894736842
5,504,428,8.460236886632825E-4
5,507,429,0.004
26,552,430,0.002061855670103093
5,506,431,0.008460236886632826
45,227,432,0.0064516129032258064
26,550,433,0.002061855670103093
26,551,434,0.00784313725490196
399,461,435,0.001638001638001638
45,222,436,0.041666666666666664
45,221,437,0.01092896174863388
19,1037,438,0.024390243902439025
23,1044,439,0.021834061135371178
401,795,440,0.2702702702702703
86,684,441,0.0024813895781637717
5,523,442,4.2301184433164127E-4
86,681,443,0.1794871794871795
5,521,444,4.2301184433164127E-4
5,516,445,9.84251968503937E-4
5,515,446,4.2301184433164127E-4
5,514,447,0.005405405405405406
298,1274,448,0.017857142857142856
26,540,449,0.002061855670103093
5,518,450,8.460236886632825E-4
26,541,451,0.0015479876160990713
77,750,452,0.018691588785046728
310,1274,453,0.01098901098901099
45,232,454,0.0380952380952381
7,23,455,3.6656891495601173E-4
90,730,456,0.009009009009009009
153,647,457,0.008403361344537815
44,62,458,0.0064516129032258064
19,1025,459,0.0022727272727272726
5,531,460,4.2301184433164127E-4
5,532,461,0.008
2,1013,462,0.0024271844660194173
5,533,463,0.001692047377326565
2,1010,464,0.3786407766990291
150,501,465,0.003952569169960474
117,733,466,0.004424778761061947
5,529,467,0.010101010101010102
45,205,468,0.04371584699453552
26,572,469,0.002061855670103093
395,919,470,0.058823529411764705
2,1007,471,0.0024271844660194173
5,525,472,9.84251968503937E-4
558,607,473,0.009615384615384616
5,524,474,4.2301184433164127E-4
45,201,475,0.0196078431372549
26,579,476,0.004123711340206186
5,527,477,0.006521739130434782
7,17,478,0.032
26,576,479,0.002061855670103093
111,1089,480,0.009259259259259259
45,200,481,0.009433962264150943
77,743,482,0.0125
150,518,483,0.022727272727272728
153,654,484,0.005714285714285714
91,1159,485,0.008
5,544,486,0.05
153,651,487,0.008403361344537815
5,542,488,0.0021150592216582064
5,543,489,0.001692047377326565
66,404,490,0.043478260869565216
5,539,491,4.2301184433164127E-4
5,538,492,0.0019821605550049554
5,537,493,4.977600796416127E-4
26,567,494,5.159958720330237E-4
23,1029,495,0.005952380952380952
916,947,496,0.16666666666666666
5,535,497,0.0019821605550049554
77,734,498,0.009925558312655087
77,736,499,0.016129032258064516
77,731,500,0.02
438,702,501,0.006622516556291391
11,291,502,0.006993006993006993
8,743,503,0.006622516556291391
138,534,504,0.058823529411764705
8,747,505,0.006711409395973154
17,581,506,0.004479283314669653
17,582,507,0.008130081300813009
17,583,508,0.03142857142857143
8,750,509,0.039735099337748346
327,587,510,0.014492753623188406
351,568,511,0.043478260869565216
11,283,512,0.0034965034965034965
170,277,513,0.005263157894736842
11,282,514,0.004901960784313725
445,819,515,0.08163265306122448
150,434,516,0.14035087719298245
240,247,517,0.004424778761061947
56,370,518,0.004784688995215311
17,580,519,0.008130081300813009
132,813,520,0.030456852791878174
8,753,521,0.00819672131147541
8,752,522,0.003355704697986577
132,808,523,0.004784688995215311
327,599,524,0.014492753623188406
8,762,525,0.006622516556291391
132,807,526,0.014354066985645933
11,272,527,0.0024509803921568627
352,524,528,0.016611295681063124
86,793,529,0.009433962264150943
11,277,530,0.012254901960784314
26,659,531,0.12830188679245283
240,1089,532,0.011049723756906077
45,436,533,0.015384615384615385
45,437,534,0.03225806451612903
45,439,535,0.0049504950495049506
26,623,536,0.002061855670103093
26,622,537,0.002061855670103093
17,568,538,0.03821656050955414
144,150,539,0.008264462809917356
8,770,540,0.018518518518518517
26,626,541,0.004123711340206186
540,681,542,0.019230769230769232
352,556,543,0.008928571428571428
86,760,544,0.0024813895781637717
150,414,545,0.008264462809917356
26,632,546,0.002061855670103093
33,972,547,0.012582268679829655
138,568,548,0.017543859649122806
7,73,549,0.0021994134897360706
1,630,550,0.058823529411764705
7,70,551,3.6656891495601173E-4
8,781,552,0.0032679738562091504
8,782,553,0.00273224043715847
77,727,554,0.02
402,432,555,0.2
117,516,556,0.014084507042253521
321,731,557,0.03225806451612903
240,257,558,0.008130081300813009
11,297,559,0.006993006993006993
91,454,560,0.27040816326530615
8,700,561,0.01912568306010929
8,704,562,0.00273224043715847
26,600,563,5.159958720330237E-4
33,966,564,1.9357336430507162E-4
56,330,565,0.004784688995215311
26,609,566,0.016494845360824743
86,741,567,0.02666666666666667
26,605,568,0.010679611650485437
7,80,569,0.014296187683284457
56,336,570,0.03349282296650718
111,1245,571,0.05555555555555555
8,710,572,0.003355704697986577
1,699,573,0.008695652173913044
8,715,574,0.0457516339869281
111,1243,575,0.027777777777777776
7,98,576,0.008
8,719,577,0.003355704697986577
150,463,578,0.004545454545454545
26,619,579,0.017937219730941704
150,469,580,0.00477326968973747
86,759,581,0.002320185614849188
500,647,582,0.3611111111111111
56,348,583,0.009569377990430622
664,916,584,0.038461538461538464
60,619,585,0.1891891891891892
33,945,586,0.0030864197530864196
261,605,587,0.047619047619047616
150,455,588,0.010638297872340425
352,516,589,0.004424778761061947
150,453,590,0.09090909090909091
351,543,591,0.043478260869565216
153,832,592,0.040313549832026875
33,934,593,1.9357336430507162E-4
91,489,594,0.008
8,738,595,0.00273224043715847
288,1203,596,0.05555555555555555
5,599,597,8.460236886632825E-4
5,598,598,4.2301184433164127E-4
5,595,599,0.002961082910321489
5,596,600,0.001991040318566451
82,782,601,0.006622516556291391
5,594,602,8.460236886632825E-4
402,474,603,0.15789473684210525
141,770,604,0.03571428571428571
5,591,605,0.009900990099009901
17,593,606,0.002857142857142857
11,205,607,0.0024509803921568627
37,647,608,0.08333333333333333
270,657,609,0.16901408450704225
11,207,610,0.0024509803921568627
270,659,611,0.03896103896103896
24,865,612,0.003952569169960474
24,862,613,0.004098360655737705
17,506,614,0.024390243902439025
314,906,615,0.026905829596412557
24,860,616,0.04878048780487805
17,505,617,0.002857142857142857
286,468,618,0.24390243902439024
33,916,619,5.807200929152149E-4
239,600,620,0.022727272727272728
139,1277,621,0.031746031746031744
24,877,622,0.012295081967213115
93,1020,623,0.0037735849056603774
158,930,624,1.0
450,726,625,0.1
360,850,626,0.08333333333333333
261,642,627,0.047619047619047616
33,906,628,0.005474452554744526
60,652,629,0.17647058823529413
24,881,630,0.009345794392523364
132,860,631,0.005076142131979695
132,862,632,0.06598984771573604
170,1045,633,0.005263157894736842
389,1164,634,0.058823529411764705
24,889,635,0.001834862385321101
485,891,636,0.0625
93,1003,637,0.009950248756218905
295,352,638,0.02564102564102564
11,214,639,0.007352941176470588
93,1000,640,0.018867924528301886
296,1268,641,0.031746031746031744
356,1054,642,0.015625
69,845,643,0.014925373134328358
296,1274,644,0.02
25,144,645,0.053268765133171914
24,892,646,0.0013986013986013986
139,1255,647,0.03333333333333333
25,147,648,0.001697792869269949
25,140,649,0.001697792869269949
139,1258,650,0.08333333333333333
132,877,651,0.00477326968973747
125,1168,652,0.3333333333333333
11,241,653,0.014705882352941176
270,619,654,0.007246376811594203
11,242,655,0.0024509803921568627
24,826,656,0.11666666666666667
37,606,657,0.013888888888888888
17,543,658,0.0022935779816513763
36,1245,659,0.09433962264150944
54,273,660,8.110300081103001E-4
36,1243,661,0.03773584905660377
54,280,662,0.0024330900243309003
277,553,663,0.004155124653739612
25,132,664,0.002386634844868735
25,131,665,0.001697792869269949
82,706,666,0.006622516556291391
25,139,667,0.06550218340611354
11,230,668,0.0034965034965034965
239,646,669,0.004784688995215311
54,287,670,0.0016220600162206002
36,1255,671,0.0012195121951219512
17,535,672,0.002857142857142857
17,538,673,0.026845637583892617
433,1181,674,0.034482758620689655
2,123,675,0.0024271844660194173
25,129,676,0.001697792869269949
239,651,677,0.003537735849056604
69,892,678,0.014925373134328358
11,263,679,0.07598039215686274
270,638,680,0.0037174721189591076
24,848,681,0.004098360655737705
17,529,682,9.398496240601503E-4
107,906,683,0.1
2,131,684,0.012135922330097087
144,196,685,0.018518518518518517
2,134,686,0.006060606060606061
300,1236,687,0.038461538461538464
36,1275,688,0.007352941176470588
317,633,689,0.0040650406504065045
91,409,690,0.00510204081632653
217,1153,691,0.16
139,1216,692,0.07936507936507936
111,240,693,0.018518518518518517
2,141,694,0.024271844660194174
217,1155,695,0.006666666666666667
25,106,696,0.001697792869269949
132,1072,697,0.03579952267303103
5,607,698,4.2301184433164127E-4
5,608,699,4.2301184433164127E-4
5,605,700,0.005405405405405406
5,606,701,8.460236886632825E-4
5,604,702,9.84251968503937E-4
5,602,703,0.010869565217391304
132,1076,704,0.007159904534606206
5,609,705,8.460236886632825E-4
850,1119,706,0.002398081534772182
217,1257,707,0.013333333333333334
90,892,708,0.04504504504504504
54,242,709,0.007462686567164179
18,1036,710,0.006211180124223602
18,1035,711,0.0019455252918287938
18,1033,712,0.003105590062111801
36,1213,713,0.0014398848092152627
5,611,714,9.84251968503937E-4
5,610,715,0.0021150592216582064
18,1038,716,0.001567398119122257
202,647,717,0.5
18,1037,718,0.003105590062111801
166,260,719,0.0016181229773462784
87,1213,720,0.00101010101010101
879,1007,721,0.058823529411764705
87,1220,722,0.00202020202020202
5,617,723,0.010869565217391304
2,157,724,0.01446808510638298
87,1222,725,0.04716981132075472
5,618,726,8.460236886632825E-4
5,619,727,0.043243243243243246
5,612,728,0.003484320557491289
145,581,729,0.1111111111111111
433,1137,730,0.17391304347826086
5,613,731,0.001692047377326565
59,163,732,0.013157894736842105
59,166,733,0.020833333333333332
111,352,734,0.0125
90,876,735,0.004484304932735426
2,154,736,0.002553191489361702
54,233,737,1.0
5,622,738,8.460236886632825E-4
18,1029,739,0.003105590062111801
5,621,740,0.016835016835016835
1045,1170,741,0.002785515320334262
59,175,742,0.019230769230769232
59,173,743,0.019230769230769232
511,753,744,0.015873015873015872
87,1233,745,0.0023584905660377358
100,1168,746,0.13559322033898305
749,782,747,0.08333333333333333
37,699,748,0.041666666666666664
36,1235,749,0.05330882352941176
122,803,750,0.0136986301369863
18,1054,751,0.006211180124223602
1146,1195,752,0.004484304932735426
36,1233,753,0.018867924528301886
18,1052,754,0.022304832713754646
511,749,755,0.015625
87,1235,756,0.0011792452830188679
916,1162,757,0.08333333333333333
148,790,758,0.25
14,1119,759,0.08333333333333333
87,1243,760,0.12213740458015267
87,1245,761,0.03816793893129771
54,260,762,0.0072992700729927005
24,807,763,0.020491803278688523
18,1044,764,0.003105590062111801
24,808,765,0.004098360655737705
879,1013,766,0.2698412698412698
36,1226,767,0.001838235294117647
517,646,768,0.05
54,253,769,8.110300081103001E-4
36,1220,770,0.0055147058823529415
24,804,771,0.02336448598130841
36,1222,772,0.001838235294117647
166,232,773,0.1
14,1117,774,0.0018115942028985507
5,600,775,4.2301184433164127E-4
14,1114,776,0.005434782608695652
207,897,777,0.013215859030837005
251,271,778,0.1
420,860,779,0.015873015873015872
111,301,780,0.043478260869565216
114,207,781,0.0625
28,30,782,0.0011792452830188679
892,1045,783,0.008928571428571428
18,1076,784,0.009708737864077669
28,36,785,7.022471910112359E-4
41,803,786,0.010899182561307902
122,828,787,0.022727272727272728
41,800,788,0.015810276679841896
34,334,789,0.5
18,1070,790,0.0016181229773462784
77,699,791,0.0196078431372549
377,723,792,0.019230769230769232
207,889,793,0.005235602094240838
111,317,794,0.037037037037037035
605,976,795,0.0026246719160104987
111,312,796,0.037037037037037035
217,1229,797,0.13333333333333333
26,1274,798,9.70873786407767E-4
14,1179,799,0.018115942028985508
26,1275,800,0.0021929824561403508
26,1278,801,0.0030959752321981426
28,47,802,0.08848314606741572
26,1279,803,0.004123711340206186
18,1066,804,0.006211180124223602
41,811,805,0.004032258064516129
63,397,806,0.018867924528301886
122,852,807,0.05357142857142857
37,653,808,0.027777777777777776
132,797,809,0.002386634844868735
257,740,810,0.03571428571428571
207,873,811,0.12903225806451613
511,710,812,0.031746031746031744
199,238,813,0.016666666666666666
28,55,814,0.01680672268907563
54,229,815,0.008921330089213302
28,54,816,9.70873786407767E-4
14,1149,817,0.009433962264150943
54,227,818,8.110300081103001E-4
122,847,819,0.022727272727272728
73,80,820,0.0017605633802816902
54,224,821,8.110300081103001E-4
166,205,822,0.009900990099009901
28,59,823,4.4863167339614175E-4
42,331,824,0.1206896551724138
18,1095,825,0.0037174721189591076
14,1141,826,0.010869565217391304
28,58,827,4.4863167339614175E-4
18,1092,828,0.022304832713754646
63,389,829,0.041666666666666664
122,868,830,0.008928571428571428
207,864,831,0.020942408376963352
28,70,832,7.022471910112359E-4
520,610,833,0.17391304347826086
194,436,834,0.02127659574468085
54,218,835,0.00234192037470726
28,66,836,7.022471910112359E-4
54,216,837,0.005917159763313609
327,609,838,0.057971014492753624
327,607,839,0.11594202898550725
54,213,840,0.003401360544217687
517,683,841,0.05
18,1085,842,0.003236245954692557
14,1151,843,0.0019821605550049554
26,1222,844,0.014563106796116505
26,1228,845,0.001941747572815534
26,1227,846,0.003611971104231166
26,1226,847,5.159958720330237E-4
41,845,848,0.03954802259887006
403,1267,849,0.05
5,697,850,0.004329004329004329
29,89,851,0.0016313213703099511
5,699,852,0.0016835016835016834
5,698,853,8.460236886632825E-4
897,1046,854,0.00510204081632653
26,1220,855,0.013592233009708738
5,692,856,4.2301184433164127E-4
5,695,857,0.005405405405405406
5,694,858,9.910802775024777E-4
102,636,859,0.008064516129032258
5,689,860,8.460236886632825E-4
217,643,861,0.02666666666666667
45,368,862,0.05161290322580645
45,369,863,0.08571428571428572
45,363,864,0.03260869565217391
90,803,865,0.04504504504504504
26,1229,866,5.159958720330237E-4
277,1046,867,0.0013850415512465374
45,360,868,0.021739130434782608
122,875,869,0.017857142857142856
26,1233,870,0.001941747572815534
349,1012,871,0.02666666666666667
41,858,872,0.005449591280653951
26,1235,873,0.005825242718446602
327,622,874,0.028985507246376812
41,852,875,0.0018587360594795538
102,628,876,0.045454545454545456
199,245,877,0.016666666666666666
217,635,878,0.013333333333333334
45,379,879,0.05263157894736842
122,889,880,0.008928571428571428
199,240,881,0.012195121951219513
45,371,882,0.009523809523809525
77,653,883,0.025
77,656,884,0.007662835249042145
217,639,885,0.013333333333333334
14,1181,886,9.910802775024777E-4
26,1246,887,0.002242152466367713
26,1245,888,0.0021929824561403508
153,747,889,0.002857142857142857
500,749,890,0.20634920634920634
26,1243,891,0.008737864077669903
5,671,892,0.003367003367003367
349,1029,893,0.028985507246376812
14,1189,894,0.0018115942028985507
5,670,895,4.977600796416127E-4
5,673,896,0.002173913043478261
14,1188,897,0.0019821605550049554
5,672,898,4.2301184433164127E-4
66,559,899,0.043478260869565216
41,860,900,0.005649717514124294
14,1187,901,0.0036231884057971015
2,1112,902,0.004405286343612335
5,674,903,0.009302325581395349
5,677,904,0.005405405405405406
5,676,905,0.005499153976311337
82,699,906,0.006622516556291391
5,669,907,0.00303951367781155
90,828,908,0.009009009009009009
45,381,909,0.01098901098901099
